time,ax,ay,az,gx,gy,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747441053.414762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.4996018,0.0,0.0,0.0,-0.003272492347489368,0.0,0.001090830782496456,-0.16684509330209832,0.02080162871770173,-0.0017394544778287701,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.600491,0.0,0.0,0.0,-0.003272492347489368,0.0,0.001090830782496456,-0.16684509330209832,0.02080162871770173,-0.0017394544778287701,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.699534,0.0,0.0,0.0,-0.004363323129985824,-0.001090830782496456,-0.001090830782496456,-0.1667217408194984,0.02080162871770173,-0.001738180154771648,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.800304,0.0,0.0,0.0,0.0,0.0,-0.001090830782496456,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.9004176,0.0,0.0,0.0,0.0,0.0,-0.001090830782496456,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441053.9839878,0.0,0.0,0.0,-0.003272492347489368,0.002181661564992912,0.0,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441054.082597,0.0,0.0,0.0,-0.003272492347489368,0.002181661564992912,0.0,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441054.1829493,0.0,0.0,0.0,0.002181661564992912,-0.001090830782496456,-0.002181661564992912,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441054.2665129,0.0,0.0,0.0,-0.008726646259971648,0.0,-0.001090830782496456,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441054.3663406,0.0,0.0,0.0,-0.008726646259971648,0.0,-0.001090830782496456,-0.16659881465176554,0.020923293372442742,-0.0017470676208266752,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
