time,ay,ax,az,gy,gx,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747551205.194137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.2805934,-0.05,-0.35000000000000003,0.1,-0.014180800172453928,-0.04581489286485115,0.011999138607461015,1.914020100658817,-0.24356800519934957,-0.38521980654484916,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.3812077,-0.05,-0.35000000000000003,0.1,-0.014180800172453928,-0.04581489286485115,0.011999138607461015,1.914020100658817,-0.24356800519934957,-0.38521980654484916,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.4650884,-0.03,-0.34,0.02,-0.008726646259971648,-0.044724062082354694,0.008726646259971648,1.9152481744487355,-0.2419764400436237,-0.39253231715443027,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.563505,-0.03,-0.34,0.02,-0.008726646259971648,-0.044724062082354694,0.008726646259971648,1.9152481744487355,-0.2419764400436237,-0.39253231715443027,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.6646712,-0.02,-0.36,0.07,-0.00545415391248228,0.001090830782496456,0.0,1.9164205792038012,-0.24091380815594168,-0.3971668910148331,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.76379,0.08,-0.05,0.0,-0.011999138607461015,0.0,0.00545415391248228,1.9155928784911591,-0.24086855039731847,-0.3972080806075277,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.8634439,0.08,-0.05,0.0,-0.011999138607461015,0.0,0.00545415391248228,1.9155928784911591,-0.24086855039731847,-0.3972080806075277,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551205.9475446,0.04,-0.05,0.04,-0.006544984694978736,0.009817477042468103,0.007635815477475192,1.9151189731102465,-0.24088578189010476,-0.39704807589612756,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.042624,0.08,0.0,-0.02,0.003272492347489368,0.003272492347489368,0.00545415391248228,1.9151189731102465,-0.24088578189010476,-0.39704807589612756,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.1472363,0.08,0.0,-0.02,0.003272492347489368,0.003272492347489368,0.00545415391248228,1.9151189731102465,-0.24088578189010476,-0.39704807589612756,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.2471268,0.08,-0.07,-0.02,-0.001090830782496456,0.003272492347489368,-0.001090830782496456,1.9151189731102465,-0.24088578189010476,-0.39704807589612756,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.3473423,0.08,-0.07,-0.02,-0.001090830782496456,0.003272492347489368,-0.001090830782496456,1.9151189731102465,-0.24088578189010476,-0.39704807589612756,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.4309533,0.09,-0.08,-0.05,-0.007635815477475192,-0.007635815477475192,-0.003272492347489368,1.9151722146812082,-0.2409586291004351,-0.3971609195943491,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.5323322,0.07,-0.07,0.03,-0.002181661564992912,-0.003272492347489368,0.004363323129985824,1.915195738467475,-0.2408316402635005,-0.3972277855704541,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.630925,0.07,-0.07,0.03,-0.002181661564992912,-0.003272492347489368,0.004363323129985824,1.915195738467475,-0.2408316402635005,-0.3972277855704541,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.712957,0.05,-0.06,-0.01,-0.007635815477475192,0.0,0.001090830782496456,1.915195738467475,-0.2408316402635005,-0.3972277855704541,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.8139608,0.05,-0.06,-0.01,-0.007635815477475192,0.0,0.001090830782496456,1.915195738467475,-0.2408316402635005,-0.3972277855704541,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551206.9140718,0.06,-0.01,0.03,-0.001090830782496456,0.003272492347489368,-0.003272492347489368,1.915195738467475,-0.2408316402635005,-0.3972277855704541,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.0142708,0.06,-0.05,0.05,0.004363323129985824,0.0,-0.01090830782496456,1.9150699332958465,-0.24048931489962802,-0.39713964962159193,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.1143093,0.06,-0.05,0.05,0.004363323129985824,0.0,-0.01090830782496456,1.9150699332958465,-0.24048931489962802,-0.39713964962159193,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.198384,0.07,-0.05,0.03,0.004363323129985824,-0.001090830782496456,0.008726646259971648,1.9150699332958465,-0.24048931489962802,-0.39713964962159193,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.296944,0.07,-0.05,0.03,0.004363323129985824,-0.001090830782496456,0.008726646259971648,1.9150699332958465,-0.24048931489962802,-0.39713964962159193,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.3991349,0.05,-0.06,0.0,-0.001090830782496456,0.001090830782496456,0.018544123302439753,1.9152287532181713,-0.24221049325856658,-0.3976849932925707,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.4985912,0.05,-0.02,0.0,0.001090830782496456,-0.001090830782496456,0.016362461737446838,1.9155804988870357,-0.24498229147805586,-0.3987374212509632,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.5971282,0.05,-0.02,0.0,0.001090830782496456,-0.001090830782496456,0.016362461737446838,1.9155804988870357,-0.24498229147805586,-0.3987374212509632,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.681231,0.02,-0.05,-0.04,0.001090830782496456,-0.002181661564992912,-0.002181661564992912,1.9155372945518305,-0.24522840879640911,-0.39886830934946843,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.780477,0.05,-0.03,0.02,-0.003272492347489368,-0.003272492347489368,-0.003272492347489368,1.9155372945518305,-0.24522840879640911,-0.39886830934946843,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.8805003,0.05,-0.03,0.02,-0.003272492347489368,-0.003272492347489368,-0.003272492347489368,1.9155372945518305,-0.24522840879640911,-0.39886830934946843,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551207.964956,0.01,-0.05,0.03,-0.003272492347489368,0.006544984694978736,0.008726646259971648,1.9155372945518305,-0.24522840879640911,-0.39886830934946843,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.0642502,0.01,-0.05,0.03,-0.003272492347489368,0.006544984694978736,0.008726646259971648,1.9155372945518305,-0.24522840879640911,-0.39886830934946843,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.1648452,0.0,-0.07,0.04,0.001090830782496456,0.0,0.00545415391248228,1.9155039404066585,-0.24557289558987674,-0.39893054822801216,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.2647028,-0.01,-0.04,0.0,-0.008726646259971648,-0.007635815477475192,-0.00545415391248228,1.915538215427926,-0.24544908706643062,-0.3991810132801628,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.3641653,-0.01,-0.04,0.0,-0.008726646259971648,-0.007635815477475192,-0.00545415391248228,1.915538215427926,-0.24544908706643062,-0.3991810132801628,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.4476142,0.03,0.0,0.03,-0.014180800172453928,-0.004363323129985824,0.002181661564992912,1.9150794644330202,-0.24536708014746755,-0.39972041707680384,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.548044,0.03,0.0,0.03,-0.014180800172453928,-0.004363323129985824,0.002181661564992912,1.9150794644330202,-0.24536708014746755,-0.39972041707680384,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.647443,0.0,0.0,0.09,0.0,-0.001090830782496456,0.011999138607461015,1.9148746755103712,-0.24606528738426256,-0.4001853711017183,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.7471755,0.01,-0.05,0.05,0.00545415391248228,0.00545415391248228,0.002181661564992912,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.8473792,0.01,-0.05,0.05,0.00545415391248228,0.00545415391248228,0.002181661564992912,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551208.9305005,0.01,-0.08,0.04,-0.001090830782496456,-0.00545415391248228,-0.004363323129985824,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747551209.030639,0.01,-0.08,0.04,-0.001090830782496456,-0.00545415391248228,-0.004363323129985824,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,-3.954077,0,0,0,-0.00489,1460,1460,1460,1500,1500,1500
1747551209.1307518,0.01,-0.02,0.0,-0.006544984694978736,-0.008726646259971648,-0.00545415391248228,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,-12.5,0,0,0,-0.046218,1420,1420,1425,1500,1500,1500
1747551209.2147236,0.03,-0.01,0.05,-0.006544984694978736,-0.003272492347489368,0.0,1.9148531410630896,-0.24672902690705195,-0.40049177512022743,0,-12.5,0,0,0,-0.055557,1413,1415,1425,1500,1500,1500
