time,ax,ay,az,gx,gy,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747441416.2319615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.3371909,0.0,0.0,0.0,0.003272492347489368,0.002181661564992912,-0.001090830782496456,-0.24664593044342914,0.021806746454398167,-0.00270297149549414,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.4204738,0.0,0.0,0.0,0.003272492347489368,0.002181661564992912,-0.001090830782496456,-0.24664593044342914,0.021806746454398167,-0.00270297149549414,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.522537,0.0,0.0,0.0,0.003272492347489368,-0.004363323129985824,0.0,-0.24664593044342914,0.021806746454398167,-0.00270297149549414,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.6207287,0.0,0.0,0.0,0.0,0.001090830782496456,-0.002181661564992912,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.7206576,0.0,0.0,0.0,0.0,0.001090830782496456,-0.002181661564992912,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.8203485,0.0,0.0,0.0,0.002181661564992912,-0.004363323129985824,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441416.902984,0.0,0.0,0.0,0.002181661564992912,-0.004363323129985824,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.004434,0.0,0.0,0.0,0.004363323129985824,0.001090830782496456,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.1038387,0.0,0.0,0.0,-0.004363323129985824,0.001090830782496456,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.1871862,0.0,0.0,0.0,-0.004363323129985824,0.001090830782496456,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.2872164,0.0,0.0,0.0,0.003272492347489368,0.0,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.3831358,0.0,0.0,0.0,0.0,0.002181661564992912,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.4705598,0.0,0.0,0.0,0.0,0.002181661564992912,0.0,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.5704494,0.0,0.0,0.0,-0.001090830782496456,0.002181661564992912,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.6544683,0.0,0.0,0.0,-0.001090830782496456,0.002181661564992912,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.7537205,0.0,0.0,0.0,0.002181661564992912,0.001090830782496456,-0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.8540132,0.0,0.0,0.0,0.004363323129985824,-0.006544984694978736,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441417.9370053,0.0,0.0,0.0,0.004363323129985824,-0.006544984694978736,0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.0372667,0.0,0.0,0.0,0.001090830782496456,0.001090830782496456,-0.001090830782496456,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.1336167,0.0,0.0,0.0,0.00545415391248228,0.002181661564992912,0.003272492347489368,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.2205975,0.0,0.0,0.0,0.00545415391248228,0.002181661564992912,0.003272492347489368,-0.2466465872882496,0.02192791441329906,-0.0027179952422620984,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.3204594,0.0,0.0,0.0,-0.003272492347489368,0.00545415391248228,-0.003272492347489368,-0.24652175539232143,0.02192791441329906,-0.0027166463678868517,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.4038436,0.0,0.0,0.0,-0.003272492347489368,0.00545415391248228,-0.003272492347489368,-0.24652175539232143,0.02192791441329906,-0.0027166463678868517,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.5034833,0.0,0.0,0.0,-0.002181661564992912,-0.003272492347489368,0.0,-0.24652175539232143,0.02192791441329906,-0.0027166463678868517,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.5950556,0.0,0.0,0.0,-0.008726646259971648,-0.003272492347489368,-0.00545415391248228,-0.24713136097448338,0.021926565533950816,-0.0027233907396641294,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.6871514,0.0,0.0,0.0,-0.008726646259971648,-0.003272492347489368,-0.00545415391248228,-0.24713136097448338,0.021926565533950816,-0.0027233907396641294,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.7879908,0.0,0.0,0.0,0.008726646259971648,0.0,0.002181661564992912,-0.24713136097448338,0.021926565533950816,-0.0027233907396641294,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.8872733,0.0,0.0,0.0,0.008726646259971648,0.0,0.002181661564992912,-0.24713136097448338,0.021926565533950816,-0.0027233907396641294,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441418.987799,0.0,0.0,0.0,0.001090830782496456,0.004363323129985824,-0.006544984694978736,-0.24688168601943358,0.021926565533950816,-0.002720692990982915,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.0876803,0.0,0.0,0.0,-0.007635815477475192,0.0,0.003272492347489368,-0.24688168601943358,0.021926565533950816,-0.002720692990982915,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.1711094,0.0,0.0,0.0,-0.007635815477475192,0.0,0.003272492347489368,-0.24688168601943358,0.021926565533950816,-0.002720692990982915,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.2704022,0.0,0.0,0.0,-0.003272492347489368,0.0,-0.00545415391248228,-0.24639890222145963,0.022034081031457816,-0.00285147441968501,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.3638284,0.0,0.0,0.0,-0.08835729338221293,-0.001090830782496456,0.00545415391248228,-0.2520587708089393,0.02185844345251787,-0.0032618370722953664,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.4533043,0.0,0.0,0.0,-0.08835729338221293,-0.001090830782496456,0.00545415391248228,-0.2520587708089393,0.02185844345251787,-0.0032618370722953664,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.553565,0.0,0.0,0.0,-0.12980886311707826,0.001090830782496456,0.0,-0.2508196908407208,0.02204230101792463,-0.0027791343328122838,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.6537917,0.0,0.0,0.0,-0.12980886311707826,0.001090830782496456,0.0,-0.2508196908407208,0.02204230101792463,-0.0027791343328122838,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.7536886,0.0,0.0,0.0,-0.030543261909900768,0.003272492347489368,0.002181661564992912,-0.2498358136147464,0.021907308608820696,-0.00287420379098335,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.8537374,0.0,0.0,0.0,-0.07417649320975901,-0.09053895494720585,0.42215151282612845,-0.2530317724419502,0.02476972300618692,0.019616800806363726,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441419.9415379,0.0,0.0,0.0,-0.07417649320975901,-0.09053895494720585,0.42215151282612845,-0.2530317724419502,0.02476972300618692,0.019616800806363726,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441420.03752,0.0,0.0,0.0,0.284706834231575,-0.026179938779914945,-0.04145156973486533,-0.25723357247685114,0.025103188008747175,0.06742411691377057,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747441420.1329188,0.0,0.0,0.0,0.7526732399225546,0.06544984694978735,-0.543233729683235,-0.1964952685907965,0.02179115613572082,0.03686348268426032,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
