time,ay,ax,az,gy,gx,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747537662.4185815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.5135307,-0.08,-0.26,0.04,-0.001090830782496456,-0.003272492347489368,-0.008726646259971648,2.0573024117732936,-0.1376659934265659,-0.22838446614405694,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.6124003,-0.08,-0.26,0.04,-0.001090830782496456,-0.003272492347489368,-0.008726646259971648,2.0573024117732936,-0.1376659934265659,-0.22838446614405694,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.7128205,-0.02,-0.29,0.17,0.004363323129985824,-0.007635815477475192,-0.01090830782496456,2.05719291242469,-0.13716206167918416,-0.2282446246253351,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.8129,-0.03,-0.29,0.14,0.001090830782496456,-0.009817477042468103,-0.001090830782496456,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.912425,-0.03,-0.29,0.14,0.001090830782496456,-0.009817477042468103,-0.001090830782496456,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537662.996331,-0.04,-0.04,-0.03,0.001090830782496456,0.002181661564992912,0.004363323129985824,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537663.0954127,-0.04,-0.04,-0.03,0.001090830782496456,0.002181661564992912,0.004363323129985824,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537663.1963923,-0.02,-0.04,-0.02,0.00545415391248228,0.006544984694978736,0.002181661564992912,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747537663.2962573,-0.02,-0.03,0.0,0.001090830782496456,-0.003272492347489368,-0.007635815477475192,2.0571852830689354,-0.13705793866141341,-0.22830683426105902,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
