time,ay,ax,az,gy,gx,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1748133178.8031762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133178.8964365,-0.11,0.0,-0.45,-0.011999138607461015,0.0,0.00545415391248228,-0.011978709698991704,-0.19817338730485212,0.0045030312774831304,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133178.9947784,-0.11,0.0,-0.45,-0.011999138607461015,0.0,0.00545415391248228,-0.011978709698991704,-0.19817338730485212,0.0045030312774831304,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.0957012,-0.12,0.0,-0.52,0.001090830782496456,-0.004363323129985824,0.01090830782496456,-0.012647481720927667,-0.1981693520698714,0.005060192562195265,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.179286,-0.12,0.0,-0.52,0.001090830782496456,-0.004363323129985824,0.01090830782496456,-0.012647481720927667,-0.1981693520698714,0.005060192562195265,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.2788255,-0.09,0.0,-0.52,-0.006544984694978736,0.003272492347489368,0.015271630954950384,-0.013129314677693349,-0.19815429786050048,0.007438793937637875,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.379429,-0.04,0.0,-0.16,0.001090830782496456,0.003272492347489368,0.002181661564992912,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.4790468,-0.04,0.0,-0.16,0.001090830782496456,0.003272492347489368,0.002181661564992912,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.578982,-0.02,-0.04,-0.05,0.002181661564992912,0.0,-0.002181661564992912,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.6626954,0.0,-0.04,-0.1,-0.00545415391248228,-0.007635815477475192,0.001090830782496456,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.7622175,0.0,-0.04,-0.1,-0.00545415391248228,-0.007635815477475192,0.001090830782496456,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.8680685,0.01,-0.04,0.0,0.007635815477475192,-0.004363323129985824,-0.003272492347489368,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1748133179.964362,0.01,-0.04,0.0,0.007635815477475192,-0.004363323129985824,-0.003272492347489368,-0.013512607018194882,-0.19814492794902172,0.008826262743923393,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
