time,ax,ay,az,gx,gy,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747533902.2718604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533902.3608878,0.03,0.0,-0.36,0.001090830782496456,-0.003272492347489368,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533902.462515,0.03,0.0,-0.36,0.001090830782496456,-0.003272492347489368,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533902.54611,0.01,0.02,-0.28,0.003272492347489368,0.00545415391248228,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.49582,0,0,0,0,1460,1460,1460,1500,1500,1500
1747533902.6435664,0.01,0.02,-0.28,0.003272492347489368,0.00545415391248228,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.879209,0,0,0,0,1428,1429,1437,1500,1500,1500
1747533902.7439494,0.04,0.0,-0.36,-0.003272492347489368,-0.003272492347489368,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.879209,0,0,0,0,1428,1429,1437,1500,1500,1500
1747533902.827591,0.1,0.23,-0.37,0.011999138607461015,-0.001090830782496456,-0.00545415391248228,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.455564,0,0,0,0,1445,1446,1450,1500,1500,1500
1747533902.9268434,0.1,0.23,-0.37,0.011999138607461015,-0.001090830782496456,-0.00545415391248228,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.169949,0,0,0,0,1457,1457,1458,1500,1500,1500
1747533903.0276747,0.03,0.0,-0.28,-0.002181661564992912,-0.001090830782496456,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1497,1497,1498,1500,1500,1500
1747533903.1263084,0.03,0.0,-0.28,-0.002181661564992912,-0.001090830782496456,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.2265189,0.17,0.06,-0.37,-0.002181661564992912,0.003272492347489368,0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.3100667,-0.01,0.03,-0.27,-0.002181661564992912,0.002181661564992912,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.410058,-0.01,0.03,-0.27,-0.002181661564992912,0.002181661564992912,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.5099876,0.05,-0.02,-0.3,-0.00545415391248228,-0.001090830782496456,0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.593339,0.05,-0.02,-0.3,-0.00545415391248228,-0.001090830782496456,0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.6965811,0.06,-0.01,-0.35000000000000003,-0.001090830782496456,-0.003272492347489368,0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.7832906,0.04,-0.01,-0.31,0.0,-0.001090830782496456,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.8765476,0.04,-0.01,-0.31,0.0,-0.001090830782496456,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533903.9762533,0.02,0.01,-0.33,-0.001090830782496456,0.002181661564992912,-0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.0759802,0.02,0.01,-0.33,-0.001090830782496456,0.002181661564992912,-0.002181661564992912,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.1755593,0.03,0.01,-0.33,-0.002181661564992912,0.002181661564992912,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.271633,0.03,0.01,-0.28,0.003272492347489368,0.00545415391248228,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.3597028,0.03,0.01,-0.28,0.003272492347489368,0.00545415391248228,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.459852,0.06,0.0,-0.33,-0.001090830782496456,0.0,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.5600235,0.06,0.0,-0.33,-0.001090830782496456,0.0,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.65982,0.04,0.0,-0.32,-0.003272492347489368,0.0,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.7483969,0.03,0.01,-0.29,-0.00545415391248228,0.002181661564992912,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.843034,0.03,0.01,-0.29,-0.00545415391248228,0.002181661564992912,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533904.9426985,0.03,0.01,-0.33,0.0,0.002181661564992912,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533905.042435,0.03,0.01,-0.33,0.0,0.002181661564992912,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533905.126701,0.03,0.0,-0.33,0.002181661564992912,0.0,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533905.2264867,0.03,0.0,-0.33,0.002181661564992912,0.0,0.0,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533905.3098218,0.04,0.02,-0.3,0.001090830782496456,-0.00545415391248228,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747533905.4099767,0.05,0.02,-0.37,0.0,-0.003272492347489368,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.003841,0,0,0,0,1463,1463,1463,1500,1500,1500
1747533905.5101314,0.05,0.02,-0.37,0.0,-0.003272492347489368,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.125224,0,0,0,0,1458,1459,1460,1500,1500,1500
1747533905.593228,0.03,0.0,-0.29,-0.00545415391248228,0.003272492347489368,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.194868,0,0,0,0,1456,1456,1458,1500,1500,1500
1747533905.6927593,0.03,0.0,-0.29,-0.00545415391248228,0.003272492347489368,-0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.311584,0,0,0,0,1451,1451,1454,1500,1500,1500
1747533905.793438,0.0,0.02,-0.31,0.001090830782496456,0.001090830782496456,0.001090830782496456,-0.014353400558667805,0.11517001581408885,-0.0008275124387788234,0,-0.380166,0,0,0,0,1448,1449,1452,1500,1500,1500
