time,ay,ax,az,gy,gx,gz,roll,pitch,yaw,cmd_fx,cmd_fy,cmd_fz,cmd_tx,cmd_ty,cmd_tz,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6
1747607209.9306705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.0249953,0.05,0.0,-0.27,-0.001090830782496456,0.001090830782496456,-0.001090830782496456,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.1262646,0.05,0.0,-0.27,-0.001090830782496456,0.001090830782496456,-0.001090830782496456,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.2261584,0.04,0.01,-0.36,0.003272492347489368,0.0,0.0,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.3239985,0.02,0.0,-0.36,-0.001090830782496456,0.001090830782496456,0.002181661564992912,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.4261682,0.02,0.0,-0.36,-0.001090830782496456,0.001090830782496456,0.002181661564992912,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.5084324,0.04,0.01,-0.34,0.002181661564992912,-0.006544984694978736,-0.003272492347489368,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.6084108,0.04,0.01,-0.34,0.002181661564992912,-0.006544984694978736,-0.003272492347489368,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.708427,0.04,0.0,-0.31,0.001090830782496456,0.002181661564992912,-0.003272492347489368,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.7916956,0.01,0.0,-0.36,0.001090830782496456,-0.001090830782496456,-0.001090830782496456,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.8921273,0.01,0.0,-0.36,0.001090830782496456,-0.001090830782496456,-0.001090830782496456,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607210.9928937,0.02,0.0,-0.33,0.002181661564992912,-0.003272492347489368,0.003272492347489368,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607211.0921454,0.02,0.0,-0.33,0.002181661564992912,-0.003272492347489368,0.003272492347489368,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
1747607211.1916456,0.04,0.0,-0.31,0.001090830782496456,0.0,-0.001090830782496456,0.0009803793973081544,0.10172961170016323,4.9908690795408686e-05,0,0,0,0,0,0,1500,1500,1500,1500,1500,1500
